Year,State,County,Ownership,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2025,Illinois,"Grundy County",Federal Government,17,109,106,109,"2,136,367","1,522",0.26,0.19
2025,Illinois,"Hamilton County",Federal Government,8,37,33,35,"579,265","1,273",0.89,0.84
2025,Illinois,"Hancock County",Federal Government,17,71,65,70,"1,032,156","1,156",0.84,0.83
2025,Illinois,"Hardin County",Federal Government,4,9,8,8,"131,567","1,214",0.51,0.51
2025,Illinois,"Henderson County",Federal Government,11,34,30,31,"421,322","1,023",1.41,1.69
2025,Illinois,"Henry County",Federal Government,19,159,153,152,"2,716,897","1,351",0.58,0.61
2025,Illinois,"Iroquois County",Federal Government,25,89,91,92,"1,483,885","1,259",0.67,0.72
2025,Illinois,"Jackson County",Federal Government,18,166,172,174,"3,092,212","1,394",0.32,0.31
2025,Illinois,"Jasper County",Federal Government,9,34,34,34,"459,525","1,040",0.8,0.69
2025,Illinois,"Jefferson County",Federal Government,19,117,112,113,"2,606,713","1,759",0.3,0.36
2025,Illinois,"Jersey County",Federal Government,6,32,33,34,"522,122","1,217",0.36,0.35
2025,Illinois,"Jo Daviess County",Federal Government,13,60,59,57,"966,908","1,268",0.42,0.46
2025,Illinois,"Johnson County",Federal Government,12,87,82,81,"1,403,369","1,295",1.54,1.41
2025,Illinois,"Kane County",Federal Government,38,"1,587","1,584","1,578","56,874,715","2,764",0.39,0.67
2025,Illinois,"Kankakee County",Federal Government,23,227,226,228,"4,126,807","1,398",0.28,0.27
2025,Illinois,"Kendall County",Federal Government,13,127,128,128,"2,531,241","1,525",0.22,0.27
2025,Illinois,"Knox County",Federal Government,23,177,166,167,"3,191,557","1,444",0.51,0.62
2025,Illinois,"Lake County",Federal Government,60,"5,491","5,494","5,341","136,675,976","1,932",0.87,0.6
2025,Illinois,"LaSalle County",Federal Government,34,349,343,333,"6,757,453","1,521",0.45,0.44
2025,Illinois,"Lawrence County",Federal Government,7,51,42,43,"700,079","1,188",0.55,0.53
2025,Illinois,"Lee County",Federal Government,14,76,71,74,"1,327,158","1,386",0.33,0.29
2025,Illinois,"Livingston County",Federal Government,22,84,89,81,"1,497,142","1,360",0.31,0.29
2025,Illinois,"Logan County",Federal Government,19,89,83,85,"1,681,636","1,510",0.58,0.65
2025,Illinois,"McDonough County",Federal Government,13,92,88,89,"1,292,937","1,109",0.46,0.41
2025,Illinois,"McHenry County",Federal Government,23,467,459,466,"8,784,722","1,456",0.25,0.26
2025,Illinois,"McLean County",Federal Government,32,412,409,406,"7,444,793","1,400",0.24,0.19
2025,Illinois,"Macon County",Federal Government,24,307,304,297,"5,799,792","1,474",0.34,0.27
2025,Illinois,"Macoupin County",Federal Government,22,120,119,117,"1,846,832","1,197",0.62,0.64
2025,Illinois,"Madison County",Federal Government,37,726,719,698,"14,326,452","1,543",0.34,0.36
2025,Illinois,"Marion County",Federal Government,13,98,93,91,"1,614,803","1,321",0.38,0.42
2025,Illinois,"Marshall County",Federal Government,8,36,33,33,"546,119","1,236",0.6,0.67
2025,Illinois,"Mason County",Federal Government,12,56,56,58,"901,639","1,224",1.09,1.19
2025,Illinois,"Massac County",Federal Government,5,39,38,36,"694,023","1,417",0.65,0.7
2025,Illinois,"Menard County",Federal Government,7,30,29,30,"480,367","1,246",0.89,1.04
2025,Illinois,"Mercer County",Federal Government,14,53,55,54,"760,710","1,084",0.92,0.94
2025,Illinois,"Monroe County",Federal Government,7,57,64,63,"1,119,650","1,404",0.38,0.43
2025,Illinois,"Montgomery County",Federal Government,20,97,91,91,"1,643,684","1,360",0.55,0.63
2025,Illinois,"Morgan County",Federal Government,11,65,67,69,"1,202,461","1,381",0.25,0.25
2025,Illinois,"Moultrie County",Federal Government,6,28,30,34,"516,728","1,296",0.35,0.3
2025,Illinois,"Ogle County",Federal Government,19,115,120,117,"2,104,663","1,380",0.42,0.34
2025,Illinois,"Peoria County",Federal Government,45,"1,334","1,327","1,280","29,737,443","1,741",0.65,0.52
2025,Illinois,"Perry County",Federal Government,8,45,40,42,"730,066","1,327",0.49,0.53
2025,Illinois,"Piatt County",Federal Government,13,38,39,37,"563,819","1,141",0.53,0.48
2025,Illinois,"Pike County",Federal Government,17,55,51,51,"785,437","1,154",0.69,0.7
2025,Illinois,"Pope County",Federal Government,5,10,10,11,"167,096","1,244",1.25,1.29
2025,Illinois,"Pulaski County",Federal Government,10,37,39,33,"588,245","1,245",1.38,1.77
2025,Illinois,"Putnam County",Federal Government,7,12,11,12,"158,811","1,047",0.31,0.2
2025,Illinois,"Randolph County",Federal Government,17,103,104,102,"1,669,786","1,247",0.47,0.4
2025,Illinois,"Richland County",Federal Government,11,49,44,48,"743,155","1,216",0.43,0.39
2025,Illinois,"Rock Island County",Federal Government,54,"4,703","4,705","4,096","89,580,109","1,531",3.06,2.9
2025,Illinois,"St. Clair County",Federal Government,70,"5,062","5,063","4,533","113,061,696","1,780",2.65,3.48
2025,Illinois,"Saline County",Federal Government,11,110,106,106,"2,070,855","1,484",0.68,0.85
2025,Illinois,"Sangamon County",Federal Government,56,"1,611","1,598","1,523","35,136,054","1,714",0.59,0.57
2025,Illinois,"Schuyler County",Federal Government,6,20,19,18,"261,600","1,059",0.56,0.48
2025,Illinois,"Scott County",Federal Government,6,14,14,15,"216,181","1,160",0.9,0.69
2025,Illinois,"Shelby County",Federal Government,16,94,95,88,"1,423,009","1,186",0.94,0.98
2025,Illinois,"Stark County",Federal Government,9,23,25,26,"354,716","1,106",0.88,0.66
2025,Illinois,"Stephenson County",Federal Government,19,124,121,125,"2,156,688","1,345",0.37,0.36
2025,Illinois,"Tazewell County",Federal Government,22,502,498,493,"11,446,296","1,769",0.55,0.65
2025,Illinois,"Union County",Federal Government,11,64,66,63,"1,048,021","1,253",0.62,0.67
2025,Illinois,"Vermilion County",Federal Government,28,"1,382","1,383","1,384","32,141,729","1,788",2.86,3.45
2025,Illinois,"Wabash County",Federal Government,5,22,21,21,"320,603","1,156",0.33,0.3
2025,Illinois,"Warren County",Federal Government,13,70,67,69,"1,191,295","1,335",0.57,0.66
2025,Illinois,"Washington County",Federal Government,14,47,42,41,"674,754","1,198",0.34,0.28
2025,Illinois,"Wayne County",Federal Government,11,63,57,57,"911,881","1,189",0.72,0.82
2025,Illinois,"White County",Federal Government,12,52,49,46,"663,597","1,042",0.58,0.52
2025,Illinois,"Whiteside County",Federal Government,19,143,148,142,"2,388,555","1,273",0.37,0.34
2025,Illinois,"Will County",Federal Government,43,"1,102","1,120","1,099","23,552,530","1,637",0.22,0.23
2025,Illinois,"Williamson County",Federal Government,22,"1,678","1,671","1,639","44,917,820","2,078",2.91,4.39
2025,Illinois,"Winnebago County",Federal Government,35,852,828,822,"19,497,200","1,798",0.34,0.4
2025,Illinois,"Woodford County",Federal Government,14,69,67,70,"1,265,983","1,418",0.33,0.34
2025,Illinois,"Unknown Or Undefined",Federal Government,107,"1,115","1,109","1,042","29,427,011","2,079",0.24,0.15
2025,Indiana,"Adams County",Federal Government,8,57,52,56,"900,012","1,259",0.22,0.22
2025,Indiana,"Allen County",Federal Government,42,"2,038","2,042","2,016","48,537,893","1,837",0.53,0.59
2025,Indiana,"Bartholomew County",Federal Government,13,169,172,171,"3,729,266","1,681",0.18,0.13
2025,Indiana,"Benton County",Federal Government,8,24,21,21,"299,477","1,047",0.53,0.4
2025,Indiana,"Blackford County",Federal Government,3,25,26,25,"428,293","1,300",0.45,0.48
2025,Indiana,"Boone County",Federal Government,9,106,106,107,"2,142,696","1,550",0.12,0.12
2025,Indiana,"Brown County",Federal Government,3,14,16,16,"274,972","1,379",0.26,0.36
2025,Indiana,"Carroll County",Federal Government,10,50,52,53,"947,412","1,411",0.49,0.54
2025,Indiana,"Cass County",Federal Government,10,79,76,77,"1,460,197","1,452",0.27,0.32
2025,Indiana,"Clark County",Federal Government,17,908,906,892,"15,596,080","1,330",0.78,0.76
2025,Indiana,"Clay County",Federal Government,13,51,49,52,"795,623","1,208",0.35,0.35
2025,Indiana,"Clinton County",Federal Government,10,52,51,51,"951,357","1,426",0.23,0.24
2025,Indiana,"Crawford County",Federal Government,6,23,22,22,"335,997","1,157",0.61,0.65
2025,Indiana,"Daviess County",Federal Government,10,69,69,65,"1,268,844","1,442",0.25,0.3
2025,Indiana,"Dearborn County",Federal Government,11,135,134,132,"2,973,433","1,711",0.47,0.59
2025,Indiana,"Decatur County",Federal Government,9,68,60,65,"1,155,710","1,382",0.25,0.23
2025,Indiana,"DeKalb County",Federal Government,12,80,80,84,"1,566,112","1,481",0.2,0.17
2025,Indiana,"Delaware County",Federal Government,17,306,307,297,"6,414,071","1,627",0.35,0.44
2025,Indiana,"Dubois County",Federal Government,15,104,96,101,"1,769,573","1,357",0.19,0.18
2025,Indiana,"Elkhart County",Federal Government,14,254,257,248,"4,626,786","1,407",0.1,0.09
2025,Indiana,"Fayette County",Federal Government,6,42,37,35,"641,980","1,300",0.31,0.38
2025,Indiana,"Floyd County",Federal Government,15,249,248,243,"4,928,795","1,537",0.38,0.42
2025,Indiana,"Fountain County",Federal Government,10,60,58,62,"929,956","1,192",0.69,0.66
2025,Indiana,"Franklin County",Federal Government,10,44,45,44,"810,630","1,407",0.51,0.6
2025,Indiana,"Fulton County",Federal Government,8,42,38,36,"647,748","1,289",0.3,0.34
2025,Indiana,"Gibson County",Federal Government,12,74,77,75,"1,366,766","1,396",0.18,0.15
2025,Indiana,"Grant County",Federal Government,15,"1,099","1,085","1,091","24,490,896","1,726",2.02,2.58
2025,Indiana,"Greene County",Federal Government,12,63,65,64,"1,176,964","1,415",0.52,0.63
2025,Indiana,"Hamilton County",Federal Government,15,456,448,446,"9,597,015","1,641",0.14,0.12
2025,Indiana,"Hancock County",Federal Government,11,164,165,166,"3,154,890","1,471",0.29,0.28
2025,Indiana,"Harrison County",Federal Government,12,89,87,87,"1,475,737","1,295",0.45,0.45
2025,Indiana,"Hendricks County",Federal Government,18,259,255,249,"5,481,896","1,658",0.16,0.19
2025,Indiana,"Henry County",Federal Government,19,103,103,103,"1,749,175","1,306",0.39,0.4
2025,Indiana,"Howard County",Federal Government,12,173,165,166,"3,483,281","1,595",0.25,0.24
2025,Indiana,"Huntington County",Federal Government,9,86,82,86,"1,532,313","1,392",0.32,0.34
2025,Indiana,"Jackson County",Federal Government,12,89,89,91,"1,566,343","1,344",0.21,0.18
2025,Indiana,"Jasper County",Federal Government,9,89,88,88,"1,597,699","1,391",0.4,0.43
2025,Indiana,"Jay County",Federal Government,6,43,43,47,"798,822","1,386",0.35,0.37
2025,Indiana,"Jefferson County",Federal Government,9,77,77,76,"1,401,219","1,406",0.3,0.32
2025,Indiana,"Jennings County",Federal Government,14,73,73,75,"1,513,664","1,581",0.5,0.66
2025,Indiana,"Johnson County",Federal Government,15,436,430,427,"8,740,111","1,560",0.34,0.41
2025,Indiana,"Knox County",Federal Government,17,151,151,144,"3,081,031","1,594",0.44,0.56
2025,Indiana,"Kosciusko County",Federal Government,17,139,141,142,"3,034,611","1,659",0.21,0.2
2025,Indiana,"LaGrange County",Federal Government,12,52,56,53,"980,923","1,406",0.19,0.19
2025,Indiana,"Lake County",Federal Government,42,"1,386","1,366","1,390","34,669,835","1,932",0.38,0.45
2025,Indiana,"LaPorte County",Federal Government,15,162,160,161,"3,079,516","1,471",0.21,0.23
2025,Indiana,"Lawrence County",Federal Government,12,142,135,135,"2,589,543","1,450",0.51,0.57
2025,Indiana,"Madison County",Federal Government,17,243,248,248,"4,734,237","1,478",0.32,0.37
2025,Indiana,"Marion County",Federal Government,82,"16,276","17,545","17,486","418,896,769","1,884",1.45,1.15
2025,Indiana,"Marshall County",Federal Government,12,95,94,94,"1,572,852","1,283",0.25,0.24
2025,Indiana,"Martin County",Federal Government,8,"5,196","5,208","5,232","145,761,461","2,151",31.61,29.99
2025,Indiana,"Miami County",Federal Government,16,593,588,594,"12,426,723","1,616",3.38,4.28
2025,Indiana,"Monroe County",Federal Government,21,318,318,319,"6,930,106","1,675",0.24,0.25
2025,Indiana,"Montgomery County",Federal Government,15,64,63,66,"1,101,945","1,318",0.21,0.18
2025,Indiana,"Morgan County",Federal Government,10,98,100,98,"1,670,677","1,303",0.32,0.33
2025,Indiana,"Newton County",Federal Government,9,23,25,24,"361,555","1,159",0.39,0.35
2025,Indiana,"Noble County",Federal Government,13,81,76,78,"1,378,543","1,354",0.24,0.25
2025,Indiana,"Ohio County",Federal Government,3,12,12,11,"205,084","1,352",0.55,0.78
2025,Indiana,"Orange County",Federal Government,7,48,42,40,"602,476","1,069",0.29,0.28
2025,Indiana,"Owen County",Federal Government,7,26,27,29,"504,794","1,421",0.29,0.22
2025,Indiana,"Parke County",Federal Government,11,51,54,57,"842,482","1,200",0.85,0.91
2025,Indiana,"Perry County",Federal Government,8,65,67,64,"1,361,584","1,603",0.52,0.67
2025,Indiana,"Pike County",Federal Government,8,33,30,31,"400,202",982,0.61,0.37
2025,Indiana,"Porter County",Federal Government,17,430,433,430,"8,603,508","1,536",0.35,0.35
2025,Indiana,"Posey County",Federal Government,9,56,55,55,"1,062,649","1,477",0.33,0.26
2025,Indiana,"Pulaski County",Federal Government,8,32,33,33,"546,152","1,286",0.32,0.34
2025,Indiana,"Putnam County",Federal Government,11,73,68,71,"1,282,677","1,396",0.3,0.32
2025,Indiana,"Randolph County",Federal Government,12,52,49,49,"775,244","1,193",0.36,0.33
2025,Indiana,"Ripley County",Federal Government,15,69,73,74,"1,208,221","1,291",0.35,0.32
2025,Indiana,"Rush County",Federal Government,8,40,37,37,"570,488","1,155",0.39,0.35
2025,Indiana,"St. Joseph County",Federal Government,34,816,818,818,"18,014,730","1,695",0.35,0.38
2025,Indiana,"Scott County",Federal Government,7,74,71,75,"1,851,442","1,942",0.47,0.69
2025,Indiana,"Shelby County",Federal Government,9,122,123,120,"2,453,639","1,551",0.33,0.35
2025,Indiana,"Spencer County",Federal Government,15,62,55,55,"886,291","1,189",0.45,0.42
2025,Indiana,"Starke County",Federal Government,7,40,35,33,"648,695","1,386",0.42,0.57
2025,Indiana,"Steuben County",Federal Government,8,60,56,55,"1,119,513","1,511",0.18,0.22
2025,Indiana,"Sullivan County",Federal Government,12,43,40,40,"736,430","1,382",0.37,0.39
2025,Indiana,"Switzerland County",Federal Government,6,24,19,20,"283,374","1,038",0.65,0.67
2025,Indiana,"Tippecanoe County",Federal Government,23,408,409,410,"8,680,775","1,633",0.23,0.24
2025,Indiana,"Tipton County",Federal Government,7,32,28,25,"432,172","1,173",0.29,0.27
2025,Indiana,"Union County",Federal Government,3,13,12,12,"193,665","1,208",0.37,0.41
2025,Indiana,"Vanderburgh County",Federal Government,28,"1,004",993,985,"23,411,097","1,812",0.47,0.57
2025,Indiana,"Vermillion County",Federal Government,10,28,27,30,"421,587","1,145",0.36,0.25
2025,Indiana,"Vigo County",Federal Government,24,"1,093","1,074","1,071","27,488,905","1,959",1.19,1.67
2025,Indiana,"Wabash County",Federal Government,12,67,65,65,"1,086,573","1,273",0.27,0.27
2025,Indiana,"Warren County",Federal Government,6,12,10,10,"142,588","1,028",0.27,0.22
2025,Indiana,"Warrick County",Federal Government,9,105,109,112,"2,049,728","1,451",0.32,0.29
2025,Indiana,"Washington County",Federal Government,7,62,54,62,"1,034,108","1,341",0.56,0.64
2025,Indiana,"Wayne County",Federal Government,17,167,165,165,"3,246,386","1,507",0.29,0.32
2025,Indiana,"Wells County",Federal Government,13,47,48,52,"788,011","1,237",0.24,0.22
2025,Indiana,"White County",Federal Government,11,39,42,41,"637,773","1,206",0.25,0.21
2025,Indiana,"Whitley County",Federal Government,8,65,69,67,"1,286,286","1,477",0.25,0.23
2025,Indiana,"Unknown Or Undefined",Federal Government,78,"2,335","2,316","2,291","63,358,794","2,106",1.19,0.9
2025,Iowa,"Adair County",Federal Government,7,28,26,32,"410,258","1,101",0.53,0.4
2025,Iowa,"Adams County",Federal Government,4,19,21,22,"267,600",996,1.02,0.75
2025,Iowa,"Allamakee County",Federal Government,9,57,50,53,"1,065,418","1,537",0.59,0.77
2025,Iowa,"Appanoose County",Federal Government,8,41,41,43,"765,895","1,414",0.5,0.57
2025,Iowa,"Audubon County",Federal Government,6,33,36,36,"531,313","1,168",1.02,0.89
2025,Iowa,"Benton County",Federal Government,13,58,61,59,"965,900","1,252",0.53,0.49
2025,Iowa,"Black Hawk County",Federal Government,21,526,529,527,"11,042,941","1,611",0.39,0.42
2025,Iowa,"Boone County",Federal Government,9,119,112,119,"2,481,405","1,636",0.71,0.83
2025,Iowa,"Bremer County",Federal Government,11,62,57,56,"981,866","1,295",0.31,0.3
2025,Iowa,"Buchanan County",Federal Government,10,47,46,47,"850,378","1,402",0.36,0.39
2025,Iowa,"Buena Vista County",Federal Government,12,87,84,83,"1,767,273","1,606",0.41,0.49
2025,Iowa,"Butler County",Federal Government,9,40,42,41,"640,237","1,201",0.58,0.51
2025,Iowa,"Calhoun County",Federal Government,9,30,30,29,"467,891","1,213",0.55,0.56
2025,Iowa,"Carroll County",Federal Government,14,72,69,68,"1,298,489","1,434",0.33,0.36
2025,Iowa,"Cass County",Federal Government,12,72,71,75,"1,357,390","1,437",0.69,0.72
2025,Iowa,"Cedar County",Federal Government,13,84,84,84,"1,544,051","1,414",0.85,0.95
2025,Iowa,"Cerro Gordo County",Federal Government,15,162,163,162,"3,097,910","1,468",0.36,0.37
2025,Iowa,"Cherokee County",Federal Government,12,46,45,44,"752,692","1,287",0.47,0.48
2025,Iowa,"Chickasaw County",Federal Government,8,48,45,45,"764,201","1,278",0.47,0.43
2025,Iowa,"Clarke County",Federal Government,4,32,32,33,"498,578","1,186",0.36,0.33
2025,Iowa,"Clay County",Federal Government,11,63,63,60,"1,102,324","1,368",0.37,0.38
2025,Iowa,"Clayton County",Federal Government,15,65,69,69,"1,248,144","1,419",0.6,0.67
2025,Iowa,"Clinton County",Federal Government,14,110,110,111,"2,051,654","1,430",0.31,0.31
2025,Iowa,"Crawford County",Federal Government,13,56,52,54,"1,064,820","1,517",0.43,0.46
2025,Iowa,"Dallas County",Federal Government,17,139,139,135,"3,227,195","1,803",0.13,0.1
2025,Iowa,"Davis County",Federal Government,5,34,33,33,"545,408","1,259",0.87,0.88
2025,Iowa,"Decatur County",Federal Government,7,24,23,24,"390,776","1,270",0.56,0.64
2025,Iowa,"Delaware County",Federal Government,10,32,34,35,"483,600","1,105",0.27,0.21
2025,Iowa,"Des Moines County",Federal Government,11,133,126,127,"2,584,102","1,545",0.33,0.39
2025,Iowa,"Dickinson County",Federal Government,10,77,80,76,"1,448,011","1,434",0.43,0.52
2025,Iowa,"Dubuque County",Federal Government,23,262,262,258,"5,332,221","1,574",0.23,0.24
2025,Iowa,"Emmet County",Federal Government,8,34,32,29,"544,970","1,324",0.46,0.54
2025,Iowa,"Fayette County",Federal Government,13,75,70,72,"1,315,869","1,399",0.54,0.63
2025,Iowa,"Floyd County",Federal Government,8,40,42,46,"713,286","1,286",0.42,0.33
2025,Iowa,"Franklin County",Federal Government,7,35,34,33,"575,037","1,301",0.45,0.45
2025,Iowa,"Fremont County",Federal Government,10,23,23,19,"306,679","1,089",0.46,0.44
2025,Iowa,"Greene County",Federal Government,7,30,27,25,"446,811","1,257",0.41,0.41
2025,Iowa,"Grundy County",Federal Government,9,33,31,36,"456,183","1,053",0.48,0.32
2025,Iowa,"Guthrie County",Federal Government,12,52,53,51,"875,072","1,294",0.84,0.8
2025,Iowa,"Hamilton County",Federal Government,11,41,38,38,"694,731","1,370",0.35,0.38
2025,Iowa,"Hancock County",Federal Government,10,42,40,40,"739,981","1,400",0.36,0.33
2025,Iowa,"Hardin County",Federal Government,16,65,65,65,"986,669","1,168",0.53,0.44
2025,Iowa,"Harrison County",Federal Government,10,67,61,61,"1,006,507","1,229",0.78,0.76
2025,Iowa,"Henry County",Federal Government,12,65,60,57,"1,086,960","1,378",0.37,0.38
2025,Iowa,"Howard County",Federal Government,7,31,31,34,"551,408","1,326",0.41,0.42
2025,Iowa,"Humboldt County",Federal Government,11,36,35,37,"621,350","1,328",0.53,0.51
2025,Iowa,"Ida County",Federal Government,8,28,26,27,"457,492","1,303",0.39,0.33
2025,Iowa,"Iowa County",Federal Government,14,62,63,62,"980,333","1,210",0.38,0.35
2025,Iowa,"Jackson County",Federal Government,13,66,64,61,"1,143,696","1,382",0.56,0.7
2025,Iowa,"Jasper County",Federal Government,15,93,87,89,"1,587,322","1,362",0.45,0.49
2025,Iowa,"Jefferson County",Federal Government,9,63,64,66,"1,255,693","1,501",0.49,0.49
2025,Iowa,"Johnson County",Federal Government,18,"2,147","2,148","2,127","58,178,928","2,091",1.3,1.65
2025,Iowa,"Jones County",Federal Government,10,50,46,47,"818,727","1,321",0.4,0.43
2025,Iowa,"Keokuk County",Federal Government,12,38,38,38,"571,820","1,158",0.88,0.82
2025,Iowa,"Kossuth County",Federal Government,16,64,66,68,"1,082,930","1,262",0.55,0.5
2025,Iowa,"Lee County",Federal Government,14,98,99,98,"1,763,333","1,379",0.37,0.35
2025,Iowa,"Linn County",Federal Government,40,"1,025","1,020","1,029","24,693,279","1,854",0.43,0.42
2025,Iowa,"Louisa County",Federal Government,9,62,59,61,"1,177,316","1,493",0.85,0.92
2025,Iowa,"Lucas County",Federal Government,7,45,49,50,"719,076","1,152",0.78,0.65
2025,Iowa,"Lyon County",Federal Government,10,36,36,35,"555,199","1,197",0.38,0.4
2025,Iowa,"Madison County",Federal Government,7,45,41,42,"711,968","1,284",0.53,0.53
2025,Iowa,"Mahaska County",Federal Government,11,51,53,52,"842,973","1,247",0.34,0.26
2025,Iowa,"Marion County",Federal Government,14,135,135,133,"2,473,306","1,416",0.36,0.29
2025,Iowa,"Marshall County",Federal Government,17,99,99,103,"1,807,266","1,386",0.34,0.31
2025,Iowa,"Mills County",Federal Government,7,32,34,36,"559,363","1,266",0.6,0.49
2025,Iowa,"Mitchell County",Federal Government,6,30,35,31,"556,899","1,339",0.42,0.44
2025,Iowa,"Monona County",Federal Government,10,39,34,34,"547,084","1,180",0.7,0.74
2025,Iowa,"Monroe County",Federal Government,7,47,46,41,"697,800","1,202",0.61,0.42
2025,Iowa,"Montgomery County",Federal Government,7,45,42,43,"672,441","1,194",0.55,0.5
2025,Iowa,"Muscatine County",Federal Government,13,76,75,72,"1,232,475","1,275",0.18,0.14
2025,Iowa,"Obrien County",Federal Government,9,45,43,42,"691,070","1,227",0.34,0.34
2025,Iowa,"Osceola County",Federal Government,7,27,29,27,"469,821","1,306",0.53,0.54
2025,Iowa,"Page County",Federal Government,13,75,76,74,"1,312,444","1,346",0.61,0.62
2025,Iowa,"Palo Alto County",Federal Government,9,36,36,36,"647,914","1,384",0.51,0.59
2025,Iowa,"Plymouth County",Federal Government,13,86,83,82,"1,803,191","1,658",0.36,0.39
2025,Iowa,"Pocahontas County",Federal Government,11,33,37,34,"511,312","1,135",0.7,0.56
2025,Iowa,"Polk County",Federal Government,106,"6,639","6,710","6,712","167,619,743","1,928",1.11,1.04
2025,Iowa,"Pottawattamie County",Federal Government,19,205,199,205,"4,157,803","1,576",0.26,0.27
2025,Iowa,"Poweshiek County",Federal Government,8,57,55,56,"862,398","1,185",0.31,0.24
2025,Iowa,"Ringgold County",Federal Government,8,29,26,23,"346,841","1,026",0.88,0.84
2025,Iowa,"Sac County",Federal Government,11,42,43,43,"664,633","1,198",0.77,0.67
2025,Iowa,"Scott County",Federal Government,31,887,899,896,"20,715,512","1,782",0.52,0.59
2025,Iowa,"Shelby County",Federal Government,10,37,35,35,"599,498","1,293",0.33,0.31
2025,Iowa,"Sioux County",Federal Government,14,95,95,98,"1,817,995","1,457",0.22,0.23
2025,Iowa,"Story County",Federal Government,24,940,931,924,"20,814,386","1,719",1.02,1.05
2025,Iowa,"Tama County",Federal Government,12,64,67,68,"1,043,677","1,210",0.66,0.62
2025,Iowa,"Taylor County",Federal Government,9,33,35,37,"527,804","1,160",0.94,0.8
2025,Iowa,"Union County",Federal Government,6,56,53,50,"920,959","1,337",0.45,0.49
2025,Iowa,"Van Buren County",Federal Government,10,29,29,28,"523,947","1,406",0.76,0.92
2025,Iowa,"Wapello County",Federal Government,9,108,104,107,"2,118,492","1,533",0.37,0.41
2025,Iowa,"Warren County",Federal Government,16,98,90,95,"1,787,808","1,458",0.38,0.42
2025,Iowa,"Washington County",Federal Government,9,58,53,56,"928,462","1,283",0.33,0.3
2025,Iowa,"Wayne County",Federal Government,7,27,28,30,"406,459","1,104",0.76,0.6
2025,Iowa,"Webster County",Federal Government,20,167,163,163,"3,455,523","1,618",0.49,0.55
2025,Iowa,"Winnebago County",Federal Government,9,37,38,39,"591,861","1,198",0.54,0.51
2025,Iowa,"Winneshiek County",Federal Government,9,74,72,73,"1,294,227","1,364",0.37,0.39
2025,Iowa,"Woodbury County",Federal Government,33,496,507,511,"11,983,534","1,827",0.52,0.66
2025,Iowa,"Worth County",Federal Government,9,25,23,27,"380,810","1,172",0.62,0.56
2025,Iowa,"Wright County",Federal Government,9,65,61,60,"1,174,454","1,457",0.49,0.48
2025,Iowa,"Unknown Or Undefined",Federal Government,19,27,28,28,"897,195","2,495",0.2,0.18
2025,Kansas,"Allen County",Federal Government,10,48,46,44,"747,047","1,249",0.4,0.44
2025,Kansas,"Anderson County",Federal Government,8,31,27,27,"478,222","1,298",0.59,0.67
2025,Kansas,"Atchison County",Federal Government,9,56,51,54,"1,082,832","1,552",0.51,0.58
2025,Kansas,"Barber County",Federal Government,9,23,23,26,"350,175","1,122",0.88,0.78
2025,Kansas,"Barton County",Federal Government,11,71,67,67,"1,132,877","1,275",0.31,0.31
2025,Kansas,"Bourbon County",Federal Government,9,60,59,60,"1,170,984","1,510",0.56,0.76
2025,Kansas,"Brown County",Federal Government,11,63,59,63,"968,004","1,207",0.75,0.67
2025,Kansas,"Butler County",Federal Government,18,127,118,121,"1,952,648","1,231",0.31,0.31
2025,Kansas,"Chase County",Federal Government,5,11,10,11,"157,565","1,136",0.77,0.75
2025,Kansas,"Chautauqua County",Federal Government,5,15,17,17,"216,051","1,018",1.19,1.19
2025,Kansas,"Cherokee County",Federal Government,11,55,51,52,"808,921","1,181",0.47,0.36
2025,Kansas,"Cheyenne County",Federal Government,5,17,17,14,"212,013","1,019",0.87,0.96
2025,Kansas,"Clark County",Federal Government,4,12,7,12,"135,035","1,005",0.73,0.54
2025,Kansas,"Clay County",Federal Government,8,36,33,32,"574,156","1,312",0.58,0.81
2025,Kansas,"Cloud County",Federal Government,8,33,32,31,"483,551","1,162",0.51,0.57
2025,Kansas,"Coffey County",Federal Government,12,59,56,55,"971,336","1,319",0.85,0.65
2025,Kansas,"Comanche County",Federal Government,4,6,5,5,"69,365","1,000",0.38,0.42
2025,Kansas,"Cowley County",Federal Government,14,111,104,104,"1,741,605","1,260",0.4,0.4
2025,Kansas,"Crawford County",Federal Government,14,83,80,79,"1,387,481","1,323",0.24,0.27
2025,Kansas,"Decatur County",Federal Government,6,18,15,15,"231,502","1,113",0.94,1.1
2025,Kansas,"Dickinson County",Federal Government,13,111,103,101,"2,027,976","1,486",0.84,1.12
2025,Kansas,"Doniphan County",Federal Government,10,28,22,25,"361,274","1,112",0.45,0.4
2025,Kansas,"Douglas County",Federal Government,17,510,472,501,"9,778,748","1,522",0.51,0.55
2025,Kansas,"Edwards County",Federal Government,6,16,15,18,"208,406",982,0.98,0.71
2025,Kansas,"Elk County",Federal Government,6,7,7,6,"116,487","1,344",0.49,0.82
2025,Kansas,"Ellis County",Federal Government,12,143,135,139,"3,074,046","1,701",0.47,0.65
2025,Kansas,"Ellsworth County",Federal Government,8,29,24,27,"432,375","1,247",0.6,0.54
